cycle,applicant,school,complete_month,complete_date,pre-II_reject_month,pre-II_reject_date,interview_received_month,interview_received_date,interview_on_month,interview_on_date,accepted_month,accepted_date,post-II_reject_month,post-II_reject_date
2020,Prolix,University of Kentucky,,,,,,,November,11/4/2019,March,3/13/2020,,
2020,EvoMed,SUNY Upstate,,,,,,,October,,December,12/17/2019,,
2020,random_user,UC San Francisco,,,,,,,November,,February,2/25/2020,,
2020,random_user,UT Houston,,,,,,,October,,February,,,
2020,random_user,University of Michigan,August,8/3/2019,October,10/25/2019,,,,,,,,
2020,hellothere69420,University of Chicago,,,,,,,September,,October,10/20/2019,,
2020,lemon6767,University of Florida,,,,,,,October,10/25/2019,January,1/31/2020,,
2020,mblemp,University of Illinois,,,,,,,October,,November,,,
2020,mightymoose_123,University of Iowa,,,,,,,September,9/20/2019,November,11/5/2019,,
2020,imaginespock,University of Michigan,,,,,,,October,10/3/2019,November,11/7/2019,,
2020,limeyguydr,University of Toledo,,,,,,,September,9/6/2019,November,11/25/2019,,
2020,sock drawers,University of Virginia,,,,,,,January,1/27/2020,February,2/6/2020,,
2020,cheesygordita,Virginia Commonwealth,,,,,,,January,1/14/2020,January,1/29/2020,,
2020,mtboggan,Case Western,August,,October,10/24/2019,,,,,,,,
2020,microgliaiba1,New York University,August,8/3/2019,August,8/13/2019,,,,,,,,
2020,microgliaiba1,Pennsylvania State University,August,8/1/2019,August,8/6/2019,,,,,,,,
2020,microgliaiba1,University of Pittsburgh,July,7/19/2019,August,8/15/2019,,,,,,,,
2020,kelsenia,New York University,July,7/25/2019,August,8/21/2019,,,,,,,,
2020,kelsenia,Stanford,August,8/13/2019,August,8/14/2019,,,,,,,,
2020,kelsenia,Weill Cornell Tri-I,July,7/24/2019,August,8/29/2019,,,,,,,,
2020,kelsenia,University of Washington,July,7/7/2019,July,7/21/2019,,,,,,,,
2020,sconehabit,New York University,August,8/8/2019,September,9/4/2019,,,,,,,,
2020,sconehabit,Stanford,August,8/2/2019,August,8/4/2019,,,,,,,,
2020,sconehabit,UC San Diego,August,,October,10/17/2019,,,,,,,,
2020,sconehabit,Yale,July,,September,9/24/2019,,,,,,,,
2020,sconehabit,University of Washington,August,8/2/2019,August,8/6/2019,,,,,,,,
2020,QuantumHerbs,University of Michigan,July,7/16/2019,August,8/23/2019,,,,,,,,
2020,QuantumHerbs,Weill Cornell Tri-I,July,7/23/2019,August,8/8/2019,,,,,,,,
2020,QuantumHerbs,University of Washington,July,7/16/2019,August,8/2/2019,,,,,,,,
2020,PNSNDLTN,University of Michigan,July,7/19/2019,August,8/23/2019,,,,,,,,
2020,PNSNDLTN,Weill Cornell Tri-I,July,7/16/2019,August,8/8/2019,,,,,,,,
2020,shacoleblanc,University of Michigan,July,,October,10/25/2019,,,,,,,,
2020,apple2187,Weill Cornell Tri-I,July,7/23/2019,August,8/28/2019,,,,,,,,
2020,themasslabtech,Yale,August,8/17/2019,October,10/23/2019,,,,,,,,
2021,jjame,Albert Einstein,July,7/24/2020,,,September,9/18/2020,,,,,,
2021,jjame,Indiana University,July,7/13/2020,,,August,8/4/2020,,,,,,
2021,jjame,Ohio State University,July,07/21/2020,,,September,9/5/2020,,,,,,
2021,jjame,Stony Brook,July,7/25/2020,,,September,9/15/2020,,,,,,
2021,jjame,Tufts,July,7/21/2020,,,December,12/14/2020,,,,,,
2021,jjame,University of Cincinnati,July,7/22/2020,,,October,10/12/2020,,,,,,
2021,jjame,University of Massachusetts,August,8/2/2020,,,January,1/14/2021,,,,,,
2021,jjame,University of Miami,August,8/15/2020,,,December,12/22/2020,,,,,,
2021,jjame,Zucker at Hofstra/Northwell,July,7/20/2020,,,August,8/26/2020,,,,,,
2021,jjame,Weill Cornell Tri-I,July,7/24/2020,August,8/27/2020,,,,,,,,
2021,jjame,Mayo Clinic,August,8/11/2020,October,10/1/2020,,,,,,,,
2021,jjame,UC Los Angeles,July,7/31/2020,September,9/18/2020,,,,,,,,
2021,jjame,UC San Diego,July,7/25/2020,September,9/17/2020,,,,,,,,
2021,jjame,UC San Francisco,August,8/22/2020,November,11/9/2020,,,,,,,,
2021,jjame,University of Pittsburgh,July,7/26/2020,August,8/31/2020,,,,,,,,
2021,jjame,University of Washington,August,8/25/2020,September,9/8/2020,,,,,,,,
2021,jjame,WashU in St. Louis,August,8/3/2020,October,10/30/2020,,,,,,,,
2021,jjame,Yale,July,7/25/2020,September,9/16/2020,,,,,,,,
2021,HeIsHeinrich,Albert Einstein,August,8/4/2020,,,September,9/18/2020,,,,,,
2021,JimmyMacElroy,Albert Einstein,August,8/10/2020,,,September,9/18/2020,,,,,,
2021,JimmyMacElroy,Indiana University,July,7/13/2020,August,8/24/2020,,,,,,,,
2021,JimmyMacElroy,Stanford,July,7/31/2020,September,9/9/2020,,,,,,,,
2021,JimmyMacElroy,UC Los Angeles,July,7/29/2020,September,9/18/2020,,,,,,,,
2021,JimmyMacElroy,University of Pittsburgh,July,7/19/2020,August,8/31/2020,,,,,,,,
2021,JimmyMacElroy,University of Wisconsin,July,7/19/2020,August,8/31/2020,,,,,,,,
2021,JimmyMacElroy,University of Washington,July,7/20/2020,August,8/12/2020,,,,,,,,
2021,kerropi_bud,Albert Einstein,August,8/26/2020,,,October,10/21/2020,,,,,,
2021,kerropi_bud,Zucker at Hofstra/Northwell,August,8/26/2020,,,October,10/29/2020,,,,,,
2021,stephy40301996,Albert Einstein,October,10/08/2020,,,November,11/04/2020,,,,,,
2021,stephy40301996,Case Western,September,09/09/2020,,,November,11/23/2020,January,1/6/2021,January,1/28/2021,,
2021,stephy40301996,Harvard,September,09/29/2020,,,December,12/08/2020,,,,,,
2021,stephy40301996,Icahn at Mt. Sinai,September,09/23/2020,,,November,11/06/2020,,,,,,
2021,stephy40301996,Mayo Clinic,October,10/02/2020,,,October,10/28/2020,,,,,,
2021,stephy40301996,Pennsylvania State University,September,09/29/2020,,,October,10/22/2020,,,,,,
2021,stephy40301996,University of Alabama,September,09/30/2020,,,October,10/08/2020,November,11/4/2020,February,2/9/2021,,
2021,stephy40301996,University of Massachusetts,September,09/11/2020,,,October,10/12/2020,November,11/17/2020,December,12/11/2020,,
2021,stephy40301996,University of Michigan,September,09/13/2020,,,October,10/15/2020,January,1/21/2021,February,2/14/2021,,
2021,stephy40301996,University of Minnesota,September,9/7/2020,,,September,9/14/2020,January,1/14/2021,February,2/9/2021,,
2021,stephy40301996,UT San Antonio,October,10/24/2020,,,November,11/20/2020,,,,,,
2021,stephy40301996,University of Wisconsin,September,09/22/2020,,,December,12/03/2020,,,,,,
2021,stephy40301996,WashU in St. Louis,September,09/17/2020,,,October,10/12/2020,December,12/11/2020,February,2/4/2021,,
2021,stephy40301996,Johns Hopkins,September,9/16/2020,December,12/14/2020,,,,,,,,
2021,stephy40301996,Northwestern,September,9/25/2020,February,2/12/2021,,,,,,,,
2021,stephy40301996,UC San Francisco,October,10/23/2020,February,2/9/2021,,,,,,,,
2021,stephy40301996,University of Chicago,September,9/20/2020,February,2/9/2021,,,,,,,,
2021,stephy40301996,University of North Carolina,September,9/12/2020,December,12/16/2020,,,,,,,,
2021,stephy40301996,UT Southwestern,August,8/12/2020,January,1/28/2021,,,,,,,,
2021,englishnotion,Albert Einstein,August,8/21/2020,,,October,10/8/2020,,,,,,
2021,englishnotion,New York University,August,8/11/2020,,,November,11/6/2020,December,12/7/2020,,,February,2/5/2021
2021,englishnotion,Stony Brook,August,8/17/2020,,,September,9/15/2020,,,,,,
2021,englishnotion,Rutgers,August,8/11/2020,,,October,10/19/2020,,,,,,
2021,englishnotion,Thomas Jefferson,August,8/3/2020,,,September,9/21/2020,,,,,,
2021,englishnotion,SUNY Downstate,August,8/8/2020,,,December,12/3/2020,,,,,,
2021,englishnotion,Temple University,August,8/21/2020,,,September,9/30/2020,,,,,,
2021,englishnotion,Weill Cornell Tri-I,July,7/30/2020,,,October,10/1/2020,November,11/19/2020,,,December,12/16/2020
2021,englishnotion,Zucker at Hofstra/Northwell,July,7/23/2020,,,September,9/8/2020,,,,,,
2021,englishnotion,Columbia,August,8/26/2020,February,2/8/2021,,,,,,,,
2021,englishnotion,Drexel,August,8/18/2020,October,10/21/2020,,,,,,,,
2021,englishnotion,Icahn at Mt. Sinai,July,7/28/2020,January,1/22/2021,,,,,,,,
2021,englishnotion,Perelman School of Medicine,July,7/28/2020,February,2/4/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Albert Einstein,July,7/19/2020,,,October,10/9/2020,October,10/9/2020,,,January,1/29/2021
2021,Hopeful_MD_Cat_Mom,Emory,August,8/17/2020,,,November,11/14/2020,January,1/14/2021,January,1/24/2021,,
2021,Hopeful_MD_Cat_Mom,Loyola University,August,8/13/2020,,,November,11/12/2020,,,,,,
2021,Hopeful_MD_Cat_Mom,SUNY Upstate,August,8/12/2020,,,December,12/3/2020,December,12/3/2020,January,1/7/2021,,
2021,Hopeful_MD_Cat_Mom,University of Wisconsin,July,7/29/2020,,,November,11/18/2020,,,,,,
2021,Hopeful_MD_Cat_Mom,Wayne State University,July,7/16/2020,,,October,10/21/2020,,,,,,
2021,Hopeful_MD_Cat_Mom,Yale,August,8/3/2020,,,December,12/8/2020,,,,,,
2021,Hopeful_MD_Cat_Mom,Case Western,August,8/20/2020,February,2/2/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Columbia,August,8/5/2020,February,2/8/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Icahn at Mt. Sinai,July,7/14/2020,January,1/22/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Johns Hopkins,August,8/23/2020,December,12/14/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Northwestern,July,7/26/2020,February,2/12/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,New York University,July,7/10/2020,July,7/19/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Pennsylvania State University,August,8/1/2020,February,2/4/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Ohio State University,August,8/16/2020,January,1/21/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Rosalind Franklin University,July,7/16/2020,December,12/28/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Stanford,August,8/20/2020,August,8/28/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,UC Los Angeles,August,8/5/2020,September,9/18/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,University of Chicago,July,7/21/2020,February,2/9/2021,,,,,,,,
2021,Hopeful_MD_Cat_Mom,University of Michigan,July,7/14/2020,November,11/10/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,University of Pittsburgh,July,7/17/2020,November,11/1/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,University of Washington,July,7/31/2020,August,8/15/2020,,,,,,,,
2021,Hopeful_MD_Cat_Mom,Vanderbilt,August,8/20/2020,February,2/9/2021,,,,,,,,
2021,Branchez96,Albert Einstein,October,10/20/2020,,,November,11/16/2020,,,,,,
2021,Branchez96,University of Massachusetts,,,,,,,January,1/21/2021,February,2/12/2021,,
2021,oncoboy,Albert Einstein,July,7/13/2020,,,October,10/21/2020,,,,,,
2021,oncoboy,Indiana University,July,7/13/2020,,,August,8/4/2020,,,,,,
2021,oncoboy,UC Davis,July,7/13/2020,,,September,9/23/2020,,,,,,
2021,oncoboy,University of Cincinnati,July,7/13/2020,,,December,12/13/2020,,,,,,
2021,oncoboy,University of Pittsburgh,July,7/13/2020,,,October,10/19/2020,November,11/17/2020,,,December,12/10/2020
2021,oncoboy,Wayne State University,July,7/13/2020,,,October,10/22/2020,,,,,,
2021,salmon98,Baylor,August,8/6/2020,,,September,9/23/2020,October,10/23/2020,December,12/24/2020,,
2021,salmon98,Case Western,August,8/23/2020,,,September,9/18/2020,,,,,,
2021,salmon98,Columbia,August,8/11/2020,,,November,11/16/2020,,,,,,
2021,salmon98,Emory,August,8/20/2020,,,December,12/18/2020,,,,,,
2021,salmon98,Johns Hopkins,August,8/12/2020,,,September,9/25/2020,October,,,,February,2/26/2021
2021,salmon98,Medical University of South Carolina,August,8/22/2020,,,September,9/18/2020,,,,,,
2021,salmon98,Northwestern,August,8/27/2020,,,October,10/17/2020,November,,May,5/3/2021,,
2021,salmon98,University of Chicago,August,8/18/2020,,,October,10/23/2020,December,,May,5/3/2021,,
2021,salmon98,UC Los Angeles,August,8/8/2020,,,October,10/12/2020,December,,,,February,2/11/2021
2021,salmon98,University of Cincinnati,August,8/27/2020,,,October,10/12/2020,,,,,,
2021,salmon98,University of Colorado,August,8/13/2020,,,October,10/29/2020,,,,,,
2021,salmon98,University of North Carolina,August,8/20/2020,,,November,11/10/2020,,,,,,
2021,salmon98,UT Southwestern,August,8/3/2020,,,September,9/8/2020,,,,,,
2021,salmon98,University of Washington,September,9/4/2020,,,September,9/8/2020,,,,,,
2021,salmon98,Vanderbilt,August,8/9/2020,,,December,12/23/2020,,,,,,
2021,salmon98,WashU in St. Louis,August,8/6/2020,,,October,10/23/2020,,,,,,
2021,salmon98,Weill Cornell Tri-I,August,8/11/2020,,,September,9/11/2020,November,,,,December,12/16/2020
2021,salmon98,Albert Einstein,August,8/30/2020,January,1/13/2021,,,,,,,,
2021,salmon98,UC San Diego,August,8/15/2020,January,1/26/2021,,,,,,,,
2021,salmon98,University of Maryland,August,8/20/2020,February,2/2/2021,,,,,,,,
2021,salmon98,Perelman School of Medicine,August,8/5/2020,February,2/4/2021,,,,,,,,
2021,salmon98,Yale,August,8/3/2020,December,12/29/2020,,,,,,,,
2021,mdphd_hopeful_7353,Baylor,July,7/16/2020,,,October,10/9/2020,,,,,,
2021,mdphd_hopeful_7353,Indiana University,July,7/22/2020,,,August,8/26/2020,,,,,,
2021,mdphd_hopeful_7353,University of Chicago,July,7/24/2020,,,August,8/13/2020,,,,,,
2021,mdphd_hopeful_7353,UT San Antonio,July,7/10/2020,,,August,8/14/2020,,,,,,
2021,mdphd_hopeful_7353,UT Southwestern,July,7/12/2020,,,September,9/9/2020,,,,,,
2021,mdphd_hopeful_7353,WashU in St. Louis,July,7/30/2020,,,October,10/13/2020,,,,,,
2021,mdphd_hopeful_7353,University of Washington,August,8/11/2020,August,8/28/2020,,,,,,,,
2021,wrhen,Baylor,September,9/16/2020,,,November,11/4/2020,,,,,,
2021,wrhen,Emory,September,9/24/2020,,,December,12/21/2020,February,,March,3/5/2021,,
2021,wrhen,Perelman School of Medicine,September,9/25/2020,,,October,10/15/2020,,,,,,
2021,wrhen,University of Minnesota,September,9/1/2020,,,September,9/16/2020,,,,,,
2021,wrhen,University of Wisconsin,September,9/23/2020,,,December,12/29/2020,,,,,,
2021,wrhen,Weill Cornell Tri-I,September,9/17/2020,October,10/27/2020,,,,,,,,
2021,wrhen,Harvard,September,9/25/2020,March,3/2/2021,,,,,,,,
2021,wrhen,Johns Hopkins,September,9/21/2020,December,12/14/2020,,,,,,,,
2021,wrhen,UC Los Angeles,September,9/10/2020,November,11/10/2020,,,,,,,,
2021,wrhen,UC San Diego,July,7/30/2020,November,11/10/2020,,,,,,,,
2021,wrhen,UC San Francisco,September,9/14/2020,January,1/28/2021,,,,,,,,
2021,wrhen,University of Chicago,September,9/16/2020,February,2/9/2021,,,,,,,,
2021,wrhen,University of Colorado,September,9/23/2020,February,2/9/2021,,,,,,,,
2021,wrhen,University of Illinois,October,10/12/2020,March,3/8/2021,,,,,,,,
2021,wrhen,University of Michigan,September,9/21/2020,January,1/18/2021,,,,,,,,
2021,wrhen,University of North Carolina,September,9/24/2020,December,12/16/2020,,,,,,,,
2021,wrhen,University of Pittsburgh,September,9/25/2020,November,11/23/2020,,,,,,,,
2021,wrhen,WashU in St. Louis,September,9/18/2020,January,1/4/2021,,,,,,,,
2021,wrhen,Yale,September,9/25/2020,December,12/22/2020,,,,,,,,
2021,wrhen,University of Washington,September,,September,9/22/2020,,,,,,,,
2021,mdphd123j,Baylor,August,8/20/2020,,,December,12/3/2020,January,1/7/2021,,,March,3/31/2021
2021,mdphd123j,Case Western,August,8/22/2020,,,September,9/18/2020,October,10/15/2020,,,December,12/18/2020
2021,mdphd123j,Cooper Medical School,August,8/23/2020,,,November,11/18/2020,,,,,,
2021,mdphd123j,University of Florida,September,9/8/2020,,,December,12/16/2020,,,,,,
2021,mdphd123j,UT San Antonio,October,10/26/2020,,,November,11/23/2020,,,,,,
2021,mdphd123j,Icahn at Mt. Sinai,September,9/6/2020,January,1/22/2021,,,,,,,,
2021,mdphd123j,Johns Hopkins,September,9/15/2020,December,12/14/2020,,,,,,,,
2021,mdphd123j,NIH Oxford/Cambridge,December,12/3/2020,January,1/21/2021,,,,,,,,
2021,mdphd123j,New York University,September,9/7/2020,February,2/5/2021,,,,,,,,
2021,mdphd123j,Stanford,September,9/8/2020,December,12/3/2020,,,,,,,,
2021,mdphd123j,UC San Francisco,September,9/16/2020,December,12/7/2020,,,,,,,,
2021,mdphd123j,University of Michigan,August,8/29/2020,October,10/12/2020,,,,,,,,
2021,mdphd123j,University of North Carolina,August,8/21/2020,December,12/3/2020,,,,,,,,
2021,mdphd123j,Perelman School of Medicine,August,8/20/2020,February,2/3/2021,,,,,,,,
2021,mdphd123j,University of Pittsburgh,August,8/23/2020,September,9/9/2020,,,,,,,,
2021,mdphd123j,USC-Caltech,September,9/9/2020,February,2/5/2021,,,,,,,,
2021,mdphd123j,UT Southwestern,August,8/5/2020,January,1/28/2021,,,,,,,,
2021,mdphd123j,WashU in St. Louis,August,8/21/2020,October,10/21/2020,,,,,,,,
2021,mdphd123j,Yale,August,8/29/2020,November,11/30/2020,,,,,,,,
2021,plsletmebeadoctor,Baylor,July,7/15/2020,,,December,12/22/2020,,,,,,
2021,plsletmebeadoctor,Case Western,July,7/25/2020,,,September,9/18/2020,,,,,,
2021,plsletmebeadoctor,Medical College of Wisconsin,July,07/26/2020,,,January,1/26/2021,,,,,,
2021,plsletmebeadoctor,Ohio State University,August,08/20/2020,,,November,11/24/2020,,,,,,
2021,plsletmebeadoctor,Thomas Jefferson,July,7/15/2020,,,July,7/30/2020,,,,,,
2021,plsletmebeadoctor,Texas A&M,August,8/12/2020,,,September,9/08/2020,September,9/30/2020,December,12/17/2020,,
2021,plsletmebeadoctor,University at Buffalo,July,7/16/2020,,,September,09/10/2020,,,,,,
2021,plsletmebeadoctor,University of Alabama,August,08/05/2020,,,September,09/08/2020,October,10/6/2020,November,11/6/2020,,
2021,plsletmebeadoctor,University of Cincinnati,July,07/28/2020,,,October,10/12/2020,,,,,,
2021,plsletmebeadoctor,University of Florida,August,08/04/2020,,,August,08/31/2020,September,9/24/2020,October,10/21/2020,,
2021,plsletmebeadoctor,University of Iowa,August,08/04/2020,,,September,09/09/2020,,,,,,
2021,plsletmebeadoctor,University of Miami,August,8/30/2020,,,December,12/08/2020,,,,,,
2021,plsletmebeadoctor,University of Nebraska,July,7/29/2020,,,August,8/11/2020,,,,,,
2021,plsletmebeadoctor,UT San Antonio,July,7/10/2020,,,August,8/14/2020,September,9/3/2020,October,10/20/2020,,
2021,plsletmebeadoctor,UT Southwestern,July,7/13/2020,,,December,12/09/2020,,,,,,
2021,plsletmebeadoctor,Wayne State University,July,7/26/2020,,,October,10/22/2020,,,,,,
2021,plsletmebeadoctor,University of Colorado,July,7/20/2020,October,10/13/2020,,,,,,,,
2021,plsletmebeadoctor,University of Michigan,October,10/2/2020,November,11/10/2020,,,,,,,,
2021,plsletmebeadoctor,University of North Carolina,September,9/16/2020,December,12/3/2020,,,,,,,,
2021,plsletmebeadoctor,Perelman School of Medicine,August,8/21/2020,February,2/4/2021,,,,,,,,
2021,plsletmebeadoctor,University of Wisconsin,July,7/20/2020,November,11/10/2020,,,,,,,,
2021,kittensneezes,Boston University,July,7/25/2020,,,September,9/16/2020,,,,,,
2021,kittensneezes,Dartmouth,July,07/14/2020,,,September,09/28/2020,October,10/7/2020,,,November,11/30/2020
2021,kittensneezes,University of Wisconsin,July,07/17/2020,,,October,10/15/2020,January,1/14/2021,January,1/27/2021,,
2021,kittensneezes,Vanderbilt,July,07/15/2020,,,September,09/18/2020,,,,,,
2021,kittensneezes,Yale,July,07/21/2020,,,October,10/06/2020,December,12/7/2020,February,2/24/2021,,
2021,kittensneezes,Albert Einstein,September,9/10/2020,January,1/12/2021,,,,,,,,
2021,kittensneezes,Harvard,July,7/17/2020,October,10/06/2020,,,,,,,,
2021,kittensneezes,Icahn at Mt. Sinai,July,7/15/2020,January,1/22/2021,,,,,,,,
2021,kittensneezes,Johns Hopkins,July,,December,12/14/2020,,,,,,,,
2021,kittensneezes,UC San Diego,July,7/15/2020,September,9/15/2020,,,,,,,,
2021,kittensneezes,University of Michigan,July,7/15/2020,November,11/10/2020,,,,,,,,
2021,ilikekinase1,Boston University,August,8/18/2020,,,September,9/23/2020,,,,,,
2021,ilikekinase1,Drexel,July,07/29/2020,,,October,10/30/2020,,,,,,
2021,ilikekinase1,Pennsylvania State University,July,7/31/2020,,,September,9/16/2020,November,11/9/2020,November,11/18/2020,,
2021,ilikekinase1,Stony Brook,August,8/8/2020,,,September,9/15/2020,,,,,,
2021,ilikekinase1,Thomas Jefferson,August,8/1/2020,,,November,11/11/2020,December,12/2/2020,December,12/22/2020,,
2021,ilikekinase1,Temple University,August,8/5/2020,,,October,10/9/2020,November,11/5/2020,December,12/8/2020,,
2021,ilikekinase1,Tufts,August,8/9/2020,,,November,11/23/2020,,,,,,
2021,ilikekinase1,University of Massachusetts,September,9/4/2020,,,December,12/5/2020,,,,,,
2021,ilikekinase1,University of Pittsburgh,August,8/1/2020,,,October,10/2/2020,,,,,,
2021,ilikekinase1,Case Western,August,8/1/2020,February,2/2/2021,,,,,,,,
2021,ilikekinase1,University of Alabama,August,,January,1/7/2021,,,,,,,,
2021,ilikekinase1,University of North Carolina,August,8/20/2020,December,12/16/2020,,,,,,,,
2021,ilikekinase1,UT Southwestern,July,7/24/2020,January,1/28/2021,,,,,,,,
2021,wpneuro,Boston University,October,10/29/2020,,,December,12/22/2020,January,1/13/2021,May,5/3/2021,,
2021,wpneuro,Stony Brook,July,7/27/2020,,,December,12/3/2020,,,,,,
2021,wpneuro,SUNY Downstate,August,8/24/2020,,,December,12/28/2020,,,,,,
2021,wpneuro,University at Buffalo,July,7/30/2020,,,September,9/10/2020,,,,,,
2021,wpneuro,University of Arizona,August,8/25/2020,,,October,10/1/2020,,,,,,
2021,wpneuro,University of Connecticut,October,10/27/2020,,,December,12/21/2020,,,,,,
